Algorithm: AdaRank-NDCG
Dataset:   MQ2007

Performance on testing set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.4306	0.4449	0.4452	0.4440	0.4492	0.4542	0.4599	0.4616	0.4661	0.4677	0.5175
Fold2	0.3697	0.3818	0.3886	0.3947	0.3943	0.4004	0.4044	0.4131	0.4178	0.4243	0.4770
Fold3	0.3953	0.4054	0.4129	0.4132	0.4172	0.4238	0.4286	0.4335	0.4388	0.4416	0.4995
Fold4	0.3471	0.3550	0.3647	0.3681	0.3753	0.3793	0.3843	0.3918	0.3992	0.4058	0.4622
Fold5	0.3953	0.3965	0.4105	0.4133	0.4151	0.4202	0.4241	0.4291	0.4375	0.4451	0.5007
average	0.3876	0.3967	0.4044	0.4067	0.4102	0.4156	0.4203	0.4258	0.4319	0.4369	0.4914

Folds	Pre@1	Pre@2	Pre@3	Pre@4	Pre@5	Pre@6	Pre@7	Pre@8	Pre@9	Pre@10	MAP
Fold1	0.4821	0.4717	0.4554	0.4390	0.4327	0.4241	0.4175	0.4059	0.4011	0.3917	0.4858
Fold2	0.4366	0.4322	0.4317	0.4263	0.4106	0.4051	0.3987	0.3979	0.3917	0.3876	0.4509
Fold3	0.4543	0.4381	0.4238	0.4049	0.3935	0.3869	0.3835	0.3791	0.3733	0.3622	0.4579
Fold4	0.4159	0.4100	0.4071	0.3938	0.3870	0.3795	0.3713	0.3684	0.3668	0.3602	0.4361
Fold5	0.4484	0.4351	0.4346	0.4204	0.4100	0.4012	0.3915	0.3827	0.3802	0.3761	0.4705
average	0.4475	0.4374	0.4305	0.4169	0.4068	0.3994	0.3925	0.3868	0.3826	0.3756	0.4602

Performance on validation set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.4110	0.4189	0.4266	0.4274	0.4246	0.4284	0.4366	0.4401	0.4449	0.4507	0.5092
Fold2	0.4246	0.4308	0.4383	0.4402	0.4493	0.4533	0.4555	0.4576	0.4598	0.4649	0.5162
Fold3	0.3697	0.3776	0.3849	0.3912	0.3907	0.3970	0.4029	0.4121	0.4177	0.4240	0.4767
Fold4	0.4002	0.3975	0.4052	0.4090	0.4134	0.4206	0.4242	0.4282	0.4333	0.4395	0.4976
Fold5	0.3707	0.3712	0.3691	0.3798	0.3835	0.3899	0.3959	0.3997	0.4041	0.4125	0.4695
average	0.3952	0.3992	0.4048	0.4095	0.4123	0.4178	0.4230	0.4275	0.4320	0.4383	0.4938

Folds	Pre@1	Pre@2	Pre@3	Pre@4	Pre@5	Pre@6	Pre@7	Pre@8	Pre@9	Pre@10	MAP
Fold1	0.4720	0.4528	0.4415	0.4270	0.4094	0.3982	0.3965	0.3872	0.3805	0.3740	0.4749
Fold2	0.4881	0.4643	0.4563	0.4449	0.4399	0.4256	0.4116	0.3992	0.3925	0.3890	0.4838
Fold3	0.4366	0.4307	0.4287	0.4233	0.4094	0.4022	0.3987	0.3982	0.3923	0.3873	0.4525
Fold4	0.4690	0.4307	0.4149	0.3997	0.3947	0.3874	0.3797	0.3728	0.3648	0.3614	0.4616
Fold5	0.4395	0.4174	0.4041	0.4004	0.3894	0.3845	0.3784	0.3687	0.3615	0.3593	0.4405
average	0.4610	0.4392	0.4291	0.4191	0.4086	0.3996	0.3930	0.3852	0.3783	0.3742	0.4627

Performance on training set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.3750	0.3886	0.3949	0.3999	0.4046	0.4079	0.4116	0.4160	0.4209	0.4271	0.4837
Fold2	0.3917	0.3948	0.3994	0.4041	0.4075	0.4103	0.4186	0.4230	0.4297	0.4363	0.4914
Fold3	0.3823	0.3977	0.4000	0.4044	0.4087	0.4149	0.4212	0.4257	0.4314	0.4374	0.4922
Fold4	0.3748	0.3894	0.3950	0.4002	0.4045	0.4095	0.4160	0.4229	0.4294	0.4363	0.4901
Fold5	0.3961	0.4098	0.4137	0.4165	0.4204	0.4254	0.4311	0.4354	0.4412	0.4464	0.4984
average	0.3840	0.3961	0.4006	0.4050	0.4091	0.4136	0.4197	0.4246	0.4305	0.4367	0.4912

Folds	Pre@1	Pre@2	Pre@3	Pre@4	Pre@5	Pre@6	Pre@7	Pre@8	Pre@9	Pre@10	MAP
Fold1	0.4366	0.4331	0.4231	0.4115	0.4031	0.3922	0.3847	0.3784	0.3714	0.3670	0.4488
Fold2	0.4474	0.4366	0.4212	0.4088	0.3988	0.3892	0.3860	0.3778	0.3736	0.3691	0.4561
Fold3	0.4389	0.4374	0.4257	0.4142	0.4059	0.3984	0.3918	0.3842	0.3790	0.3741	0.4605
Fold4	0.4320	0.4339	0.4257	0.4154	0.4085	0.3986	0.3942	0.3888	0.3864	0.3828	0.4645
Fold5	0.4566	0.4472	0.4349	0.4233	0.4134	0.4042	0.3986	0.3920	0.3877	0.3822	0.4640
average	0.4423	0.4376	0.4261	0.4146	0.4059	0.3965	0.3911	0.3842	0.3796	0.3750	0.4588

