Algorithm: AdaRank-MAP
Dataset:   MQ2008

Performance on testing set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.3526	0.4257	0.4344	0.4578	0.4768	0.4827	0.4887	0.4345	0.2114	0.2155	0.4798
Fold2	0.3248	0.3615	0.3807	0.3978	0.4152	0.4365	0.4394	0.4214	0.1675	0.1712	0.4317
Fold3	0.3843	0.3848	0.4090	0.4362	0.4539	0.4687	0.4688	0.4523	0.2425	0.2454	0.4761
Fold4	0.4076	0.4358	0.4764	0.4994	0.5192	0.5305	0.5389	0.4885	0.2839	0.2868	0.5335
Fold5	0.4076	0.4628	0.4847	0.5134	0.5320	0.5403	0.5491	0.5077	0.2215	0.2250	0.5365
average	0.3754	0.4141	0.4370	0.4609	0.4794	0.4917	0.4970	0.4609	0.2254	0.2288	0.4915

Folds	Pre@1	Pre@2	Pre@3	Pre@4	Pre@5	Pre@6	Pre@7	Pre@8	Pre@9	Pre@10	MAP
Fold1	0.4295	0.4295	0.3932	0.3686	0.3500	0.3120	0.2857	0.2684	0.2507	0.2359	0.4627
Fold2	0.3885	0.3631	0.3355	0.3153	0.3006	0.2919	0.2712	0.2516	0.2350	0.2210	0.4232
Fold3	0.4395	0.3854	0.3631	0.3487	0.3210	0.2983	0.2766	0.2604	0.2449	0.2287	0.4582
Fold4	0.4841	0.4554	0.4395	0.4172	0.3962	0.3758	0.3576	0.3344	0.3114	0.2924	0.5180
Fold5	0.4713	0.4490	0.4183	0.3885	0.3567	0.3301	0.3048	0.2834	0.2682	0.2490	0.5198
average	0.4426	0.4165	0.3899	0.3677	0.3449	0.3216	0.2992	0.2796	0.2620	0.2454	0.4764

Performance on validation set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.4352	0.4639	0.4808	0.5017	0.5279	0.5384	0.5446	0.5102	0.2157	0.2213	0.5373
Fold2	0.3483	0.4006	0.4282	0.4542	0.4663	0.4786	0.4850	0.4307	0.2122	0.2157	0.4735
Fold3	0.3439	0.3551	0.3844	0.4097	0.4228	0.4405	0.4444	0.4276	0.1768	0.1786	0.4369
Fold4	0.3758	0.3960	0.4060	0.4378	0.4506	0.4685	0.4693	0.4532	0.2446	0.2483	0.4785
Fold5	0.4374	0.4883	0.5082	0.5282	0.5467	0.5522	0.5550	0.4998	0.2881	0.2949	0.5579
average	0.3881	0.4208	0.4415	0.4663	0.4829	0.4956	0.4997	0.4643	0.2275	0.2318	0.4968

Folds	Pre@1	Pre@2	Pre@3	Pre@4	Pre@5	Pre@6	Pre@7	Pre@8	Pre@9	Pre@10	MAP
Fold1	0.5032	0.4522	0.4076	0.3758	0.3554	0.3280	0.3048	0.2842	0.2647	0.2484	0.5248
Fold2	0.4167	0.4038	0.3953	0.3670	0.3385	0.3109	0.2866	0.2676	0.2500	0.2353	0.4658
Fold3	0.4076	0.3662	0.3418	0.3248	0.3083	0.2941	0.2721	0.2548	0.2371	0.2229	0.4337
Fold4	0.4268	0.3885	0.3546	0.3439	0.3108	0.2951	0.2748	0.2596	0.2456	0.2312	0.4628
Fold5	0.5223	0.5064	0.4650	0.4299	0.4064	0.3843	0.3594	0.3328	0.3079	0.2904	0.5468
average	0.4553	0.4234	0.3929	0.3683	0.3439	0.3225	0.2995	0.2798	0.2611	0.2456	0.4868

Performance on training set
Folds	NDCG@1	NDCG@2	NDCG@3	NDCG@4	NDCG@5	NDCG@6	NDCG@7	NDCG@8	NDCG@9	NDCG@10	MeanNDCG
Fold1	0.3652	0.3958	0.4214	0.4441	0.4653	0.4788	0.4806	0.4540	0.2328	0.2368	0.4805
Fold2	0.4126	0.4317	0.4589	0.4822	0.5029	0.5171	0.5205	0.4841	0.2482	0.2527	0.5188
Fold3	0.3993	0.4454	0.4571	0.4865	0.5078	0.5172	0.5249	0.4780	0.2374	0.2413	0.5178
Fold4	0.3624	0.4067	0.4222	0.4446	0.4683	0.4793	0.4837	0.4515	0.1957	0.1995	0.4775
Fold5	0.3255	0.3603	0.3829	0.4083	0.4313	0.4471	0.4537	0.4248	0.1989	0.2025	0.4463
average	0.3730	0.4080	0.4285	0.4531	0.4751	0.4879	0.4927	0.4585	0.2226	0.2266	0.4882

Folds	Pre@1	Pre@2	Pre@3	Pre@4	Pre@5	Pre@6	Pre@7	Pre@8	Pre@9	Pre@10	MAP
Fold1	0.4289	0.4023	0.3793	0.3577	0.3435	0.3213	0.2991	0.2824	0.2644	0.2488	0.4669
Fold2	0.4820	0.4363	0.4091	0.3827	0.3597	0.3393	0.3142	0.2946	0.2748	0.2582	0.5058
Fold3	0.4745	0.4468	0.4057	0.3856	0.3660	0.3390	0.3134	0.2952	0.2754	0.2591	0.5048
Fold4	0.4362	0.4053	0.3695	0.3479	0.3328	0.3067	0.2833	0.2673	0.2494	0.2345	0.4666
Fold5	0.3851	0.3638	0.3504	0.3335	0.3191	0.2975	0.2781	0.2614	0.2442	0.2300	0.4371
average	0.4413	0.4109	0.3828	0.3615	0.3442	0.3208	0.2976	0.2802	0.2616	0.2461	0.4762

