epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.4507,0.4339,0.4227,0.4115,0.4041,0.3969,0.3883,0.3841,0.3797,0.3752,0.40471,0.0005588649000000003,0.3955,0.3937,0.3982,0.3999,0.4051,0.41,0.4154,0.4228,0.4288,0.4355,0.41048999999999997,0.00019354890000000007
500,0.001,0.3,linear,,,,,0.4793,0.4492,0.4372,0.4265,0.4179,0.4088,0.4003,0.3944,0.3886,0.3851,0.41872999999999994,0.0008068360999999999,0.4129,0.4058,0.4143,0.4189,0.4238,0.4293,0.4348,0.4403,0.446,0.4525,0.42786,0.00021322640000000023
500,0.001,0.5,sigmoid,,,,,0.4615,0.4433,0.4323,0.4218,0.4089,0.4022,0.395,0.3889,0.3846,0.3802,0.41187000000000007,0.0006628161000000005,0.4037,0.4002,0.408,0.4099,0.4115,0.418,0.4244,0.4303,0.4378,0.4439,0.41877000000000003,0.0001978361000000003
500,0.001,0.5,linear,,,,,0.4763,0.4487,0.4369,0.426,0.417,0.4084,0.4012,0.395,0.3882,0.3848,0.41825,0.0007656645000000001,0.4093,0.4048,0.4124,0.4174,0.4229,0.429,0.4349,0.4402,0.4455,0.4519,0.42683,0.00023308810000000017
500,0.075,0.3,sigmoid,,,,,0.4744,0.4541,0.4444,0.431,0.4187,0.4135,0.4063,0.4005,0.3924,0.3858,0.42211,0.0007337288999999999,0.4053,0.41,0.4175,0.4215,0.4252,0.4326,0.4384,0.4441,0.4484,0.4534,0.4296399999999999,0.00024225840000000038
500,0.075,0.3,linear,,,,,0.4606,0.4448,0.4313,0.4186,0.4105,0.4004,0.3932,0.387,0.3819,0.378,0.41063,0.0007012340999999999,0.3955,0.3995,0.4046,0.4065,0.4117,0.4157,0.4221,0.4275,0.4336,0.4392,0.41559,0.00019470689999999966
500,0.075,0.5,sigmoid,,,,,0.4714,0.4551,0.4428,0.431,0.4193,0.4147,0.4066,0.4013,0.3929,0.386,0.42211,0.0006918528999999996,0.4024,0.4102,0.4169,0.4212,0.4255,0.4327,0.4384,0.4446,0.4486,0.4533,0.42938,0.0002599116
500,0.075,0.5,linear,,,,,0.4458,0.427,0.4149,0.4001,0.397,0.3897,0.3829,0.3757,0.3719,0.369,0.39740000000000003,0.0005729659999999996,0.384,0.3818,0.3856,0.3868,0.3948,0.4008,0.405,0.4098,0.4158,0.4229,0.39873,0.00018754810000000017
1000,0.001,0.3,sigmoid,,,,,0.4655,0.4536,0.4392,0.4263,0.4166,0.4084,0.3997,0.3932,0.3877,0.3836,0.41738,0.0007183596000000004,0.403,0.4128,0.4155,0.4174,0.4225,0.4286,0.4341,0.4391,0.4444,0.4508,0.42682000000000003,0.00020905559999999986
1000,0.001,0.3,linear,,,,,0.4763,0.4463,0.4375,0.4273,0.4172,0.4076,0.4001,0.3942,0.3877,0.384,0.41782,0.0007735935999999999,0.4119,0.4052,0.4139,0.4184,0.4239,0.4292,0.435,0.4403,0.445,0.4513,0.42740999999999996,0.00021169690000000002
