epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.4643,0.4643,0.4415,0.4345,0.4238,0.4082,0.4005,0.3955,0.3905,0.389,0.42121,0.0007548268999999994,0.4167,0.4281,0.4254,0.4322,0.4365,0.4365,0.4406,0.4463,0.4513,0.4578,0.43714,0.00013857839999999985
500,0.001,0.3,linear,,,,,0.4821,0.4702,0.4573,0.4449,0.4345,0.4251,0.4196,0.4096,0.4041,0.3982,0.43455999999999995,0.0007340443999999997,0.4226,0.4375,0.4453,0.4472,0.4514,0.4557,0.4645,0.4677,0.4707,0.4748,0.45374,0.00023985840000000032
500,0.001,0.5,sigmoid,,,,,0.4464,0.4583,0.4524,0.4405,0.4327,0.4231,0.4137,0.4096,0.4018,0.3967,0.42752,0.0004261236000000001,0.4008,0.4343,0.438,0.4421,0.4461,0.4526,0.4567,0.4625,0.4669,0.4715,0.44715,0.0003763285
500,0.001,0.5,linear,,,,,0.4792,0.4688,0.4494,0.4412,0.4321,0.4231,0.4171,0.4096,0.4018,0.397,0.43193000000000004,0.0006909460999999999,0.4276,0.4365,0.437,0.4404,0.4485,0.452,0.4601,0.4644,0.4663,0.4709,0.45037000000000005,0.00019619209999999993
500,0.075,0.3,sigmoid,,,,,0.497,0.4747,0.4653,0.4479,0.4357,0.4286,0.4201,0.4144,0.4074,0.4027,0.43938,0.0008805616000000004,0.4415,0.4487,0.4517,0.4551,0.4561,0.4604,0.4652,0.4704,0.474,0.4783,0.46014,0.00012441039999999993
500,0.075,0.3,linear,,,,,0.4792,0.4435,0.4306,0.4226,0.4131,0.4117,0.4056,0.4022,0.3981,0.394,0.42006,0.0005972283999999999,0.4157,0.4062,0.4078,0.4143,0.4207,0.431,0.4379,0.444,0.4501,0.4558,0.42835,0.0002898584999999999
500,0.075,0.5,sigmoid,,,,,0.494,0.4747,0.4643,0.4494,0.4363,0.4291,0.4209,0.4137,0.4081,0.403,0.43934999999999996,0.0008370324999999998,0.4405,0.4467,0.4507,0.455,0.4559,0.4601,0.4657,0.4693,0.4737,0.4788,0.45963999999999994,0.00013442640000000007
500,0.075,0.5,linear,,,,,0.4494,0.4345,0.4246,0.4219,0.4125,0.4018,0.3967,0.3932,0.3862,0.3821,0.41029,0.00043840090000000023,0.3839,0.3901,0.3979,0.4082,0.414,0.4186,0.4254,0.4323,0.437,0.4412,0.41486,0.0003517523999999999
1000,0.001,0.3,sigmoid,,,,,0.4881,0.4717,0.4593,0.4442,0.4292,0.4177,0.4192,0.4107,0.4015,0.397,0.43385999999999997,0.0008567943999999992,0.4345,0.4435,0.447,0.4487,0.4486,0.4531,0.4624,0.4657,0.4682,0.4713,0.45430000000000004,0.00013050399999999998
1000,0.001,0.3,linear,,,,,0.4821,0.4747,0.4563,0.4464,0.4357,0.4251,0.4184,0.4092,0.4071,0.3997,0.43547,0.0007440140999999997,0.4246,0.4415,0.4457,0.4503,0.4541,0.458,0.4659,0.4695,0.474,0.4774,0.4561,0.000240452
1000,0.001,0.5,sigmoid,,,,,0.4881,0.4792,0.4633,0.4464,0.4315,0.4251,0.4218,0.4122,0.4058,0.3979,0.4371300000000001,0.0008692121000000002,0.4385,0.4504,0.4491,0.4484,0.4494,0.456,0.4643,0.468,0.4718,0.4745,0.45704,0.00012805039999999986
1000,0.001,0.5,linear,,,,,0.4851,0.4732,0.4504,0.4412,0.4357,0.4241,0.4167,0.4103,0.4048,0.3982,0.43396999999999997,0.0007564800999999997,0.4256,0.4405,0.4395,0.4442,0.4517,0.4539,0.4622,0.4667,0.4703,0.4738,0.45283999999999996,0.00021732040000000015
1000,0.075,0.3,sigmoid,,,,,0.497,0.4792,0.4643,0.4487,0.4327,0.4286,0.4218,0.4144,0.4081,0.4033,0.43981000000000003,0.0008985809,0.4415,0.4511,0.4522,0.4561,0.4549,0.4614,0.4669,0.4708,0.4744,0.4799,0.46091999999999994,0.00012846359999999987
1000,0.075,0.3,linear,,,,,0.4792,0.4449,0.4286,0.4226,0.4131,0.4117,0.4056,0.4018,0.3972,0.394,0.4198700000000001,0.0006056141000000001,0.4157,0.4077,0.4076,0.4149,0.4209,0.4312,0.4381,0.4441,0.4495,0.4565,0.42862,0.00028436760000000004
1000,0.075,0.5,sigmoid,,,,,0.494,0.4807,0.4653,0.4494,0.4363,0.4301,0.423,0.4148,0.4077,0.4024,0.44037000000000004,0.0008792361000000002,0.4405,0.4516,0.453,0.4556,0.4566,0.4618,0.4681,0.4713,0.4745,0.4793,0.46123000000000003,0.00012948809999999993
1000,0.075,0.5,linear,,,,,0.4524,0.4345,0.4256,0.4219,0.4125,0.4023,0.3967,0.3936,0.3862,0.3827,0.41084000000000004,0.00045990440000000016,0.3869,0.3901,0.3986,0.4079,0.414,0.4189,0.4255,0.4325,0.4369,0.4417,0.41530000000000006,0.0003353299999999998
300,0.0025,0.5,linear,relu,1,100,0.65,0.4911,0.4762,0.4593,0.4382,0.4333,0.4276,0.4222,0.4148,0.4087,0.4006,0.4372,0.0007901559999999999,0.4375,0.44,0.4433,0.4403,0.4472,0.4553,0.461,0.4646,0.4686,0.4717,0.4529500000000001,0.00014951450000000004
300,0.0025,0.5,linear,relu,1,100,0.8,0.4881,0.4539,0.4454,0.4375,0.4333,0.4221,0.4192,0.4089,0.4044,0.3973,0.43101,0.0006589829000000002,0.4345,0.4216,0.4274,0.4329,0.4393,0.4457,0.4532,0.4549,0.4588,0.4621,0.44304000000000004,0.00017566440000000013
300,0.0025,0.5,linear,relu,2,100,0.65,0.4702,0.4643,0.4514,0.4449,0.431,0.4226,0.4154,0.4077,0.4044,0.3994,0.4311299999999999,0.0005817661000000004,0.4206,0.4323,0.4374,0.4412,0.4428,0.4505,0.4552,0.459,0.4641,0.4689,0.44719999999999993,0.00020516000000000008
300,0.0025,0.5,linear,relu,2,100,0.8,0.4583,0.4494,0.4454,0.4427,0.428,0.4191,0.4116,0.4074,0.3998,0.397,0.42587,0.0004378300999999999,0.4008,0.41,0.4136,0.4287,0.4318,0.4362,0.4389,0.4459,0.4503,0.4562,0.43124,0.0002980144
