epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.4625,0.4487,0.4313,0.4191,0.4126,0.4076,0.3977,0.395,0.3905,0.387,0.4152,0.0005818099999999999,0.4027,0.404,0.4036,0.4045,0.4089,0.4163,0.4193,0.4265,0.4321,0.4393,0.41572000000000003,0.00015798559999999988
500,0.001,0.3,linear,,,,,0.4783,0.4606,0.4517,0.4357,0.429,0.4218,0.4114,0.4056,0.4002,0.3952,0.42895000000000005,0.0006870245,0.4086,0.4146,0.4218,0.4236,0.4299,0.4351,0.4389,0.4438,0.4485,0.4547,0.43195000000000006,0.00020133049999999982
500,0.001,0.5,sigmoid,,,,,0.4655,0.4522,0.4448,0.4305,0.4215,0.4163,0.4069,0.4006,0.3937,0.3889,0.42209,0.0006011508999999999,0.4017,0.4135,0.4188,0.4201,0.4225,0.43,0.4338,0.4389,0.4431,0.4489,0.4271299999999999,0.0001892941000000002
500,0.001,0.5,linear,,,,,0.4842,0.4635,0.4481,0.4369,0.43,0.4196,0.4118,0.4046,0.3997,0.3935,0.42919,0.0007763449000000002,0.4145,0.4167,0.4206,0.4254,0.4306,0.4347,0.4386,0.4433,0.4485,0.454,0.43269,0.00016458490000000023
500,0.075,0.3,sigmoid,,,,,0.4832,0.467,0.452,0.4374,0.428,0.4208,0.4166,0.4099,0.4018,0.3949,0.43116000000000004,0.0007424004000000006,0.4149,0.4212,0.424,0.4259,0.4294,0.4351,0.4418,0.4471,0.4514,0.4554,0.43461999999999995,0.00017059560000000023
500,0.075,0.3,linear,,,,,0.4724,0.4512,0.4441,0.4317,0.4223,0.4154,0.4105,0.4035,0.4001,0.3945,0.42457,0.0005663260999999996,0.3988,0.401,0.4071,0.4116,0.415,0.422,0.429,0.4339,0.4403,0.4464,0.42051,0.0002457069000000001
500,0.075,0.5,sigmoid,,,,,0.4852,0.4665,0.452,0.4391,0.4288,0.4213,0.4163,0.4101,0.4028,0.3943,0.4316400000000001,0.0007594364000000004,0.4155,0.4202,0.4243,0.4269,0.4305,0.4357,0.4422,0.4475,0.4522,0.4555,0.43505000000000005,0.00017242850000000003
500,0.075,0.5,linear,,,,,0.4694,0.4546,0.4477,0.4295,0.4203,0.4152,0.4096,0.403,0.3992,0.3928,0.42413,0.0005917260999999997,0.3964,0.4029,0.4104,0.4121,0.4147,0.4221,0.4284,0.4335,0.4398,0.4454,0.42057,0.00023232010000000036
1000,0.001,0.3,sigmoid,,,,,0.4665,0.4576,0.4454,0.4322,0.4262,0.4165,0.4062,0.4006,0.3952,0.3908,0.42372,0.0006316796000000004,0.4014,0.4144,0.4186,0.419,0.4241,0.4275,0.4307,0.4372,0.443,0.4483,0.42641999999999997,0.00017813959999999997
1000,0.001,0.3,linear,,,,,0.4783,0.4591,0.4523,0.4384,0.4304,0.4214,0.4108,0.4047,0.4004,0.3962,0.42919999999999997,0.0006842600000000001,0.4086,0.4127,0.4221,0.4252,0.4304,0.4349,0.4387,0.4434,0.449,0.4552,0.43201999999999996,0.00020773559999999995
1000,0.001,0.5,sigmoid,,,,,0.4734,0.4556,0.4438,0.4357,0.4264,0.4178,0.4081,0.4015,0.3959,0.3907,0.42489,0.0006661688999999998,0.4089,0.4139,0.418,0.4226,0.426,0.4312,0.4339,0.4389,0.4444,0.4495,0.42873,0.0001586521000000003
1000,0.001,0.5,linear,,,,,0.4803,0.463,0.454,0.4384,0.4316,0.4208,0.4105,0.4054,0.4011,0.396,0.43011,0.0007329349000000002,0.4086,0.4161,0.425,0.4263,0.432,0.4361,0.4392,0.4445,0.4499,0.4557,0.43333999999999995,0.00019709039999999986
1000,0.075,0.3,sigmoid,,,,,0.4852,0.467,0.4527,0.4411,0.4302,0.4224,0.4165,0.4095,0.4028,0.3942,0.43216,0.0007689664000000006,0.4149,0.4204,0.4243,0.4278,0.4312,0.4364,0.442,0.4476,0.4528,0.4558,0.43532000000000004,0.00017561159999999985
1000,0.075,0.3,linear,,,,,0.4744,0.4517,0.4448,0.432,0.4221,0.415,0.4105,0.4036,0.4006,0.3943,0.42489999999999994,0.0005908659999999998,0.4014,0.402,0.4081,0.4123,0.4154,0.4225,0.4295,0.4344,0.4412,0.4466,0.42134,0.0002334923999999999
1000,0.075,0.5,sigmoid,,,,,0.4872,0.4689,0.4517,0.4408,0.4308,0.4213,0.4152,0.41,0.4026,0.3941,0.43226000000000003,0.0008056443999999999,0.4162,0.4217,0.4243,0.428,0.4317,0.4359,0.4418,0.4482,0.4526,0.4558,0.43561999999999995,0.00016645559999999986
1000,0.075,0.5,linear,,,,,0.4704,0.4551,0.4474,0.429,0.4203,0.4147,0.4096,0.4025,0.399,0.3929,0.42408999999999997,0.0006054648999999996,0.3968,0.4031,0.4101,0.4117,0.4146,0.4217,0.4284,0.4331,0.4397,0.4453,0.42044999999999993,0.00022911249999999972
300,0.0025,0.5,linear,relu,1,100,0.65,0.4911,0.4635,0.4497,0.4379,0.4294,0.4208,0.4156,0.4084,0.4016,0.3957,0.43137,0.0008029161,0.4254,0.4174,0.4199,0.4243,0.4285,0.4337,0.4401,0.4456,0.4505,0.456,0.43414,0.00016005840000000011
300,0.0025,0.5,linear,relu,1,100,0.8,0.4763,0.4586,0.4454,0.4327,0.4256,0.418,0.411,0.4032,0.3972,0.3928,0.42608000000000007,0.0006754716000000004,0.406,0.4109,0.4137,0.4167,0.424,0.4298,0.4345,0.4385,0.4435,0.4504,0.42679999999999996,0.00020079400000000002
300,0.0025,0.5,linear,relu,2,100,0.65,0.4822,0.4635,0.4484,0.4374,0.43,0.4183,0.4107,0.4032,0.3973,0.3918,0.4282800000000001,0.0007966976000000006,0.4172,0.4206,0.4222,0.4258,0.4303,0.4336,0.4388,0.4434,0.4481,0.4538,0.43338,0.00013805359999999992
300,0.0025,0.5,linear,relu,2,100,0.8,0.4694,0.4502,0.4382,0.432,0.4254,0.4195,0.4119,0.4053,0.4001,0.395,0.42469999999999997,0.0004938859999999996,0.407,0.4071,0.4092,0.415,0.4192,0.4266,0.4323,0.4381,0.4439,0.4491,0.42475000000000007,0.00021925450000000006
400,0.0025,0.5,linear,relu,1,100,0.65,0.4951,0.465,0.4507,0.4416,0.4345,0.4237,0.4153,0.409,0.4038,0.3984,0.43370999999999993,0.0008290449000000002,0.4313,0.4215,0.4247,0.4304,0.4361,0.4389,0.4434,0.4496,0.4553,0.4612,0.43924,0.00015420839999999992
