epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.4435,0.4356,0.4172,0.4071,0.3959,0.3876,0.3791,0.373,0.3672,0.3606,0.39668,0.0007360216000000001,0.3818,0.3913,0.3925,0.3982,0.401,0.406,0.4092,0.4155,0.4215,0.427,0.4044,0.000182596
500,0.001,0.3,linear,,,,,0.4621,0.4435,0.432,0.4223,0.4112,0.4022,0.3911,0.3825,0.3781,0.372,0.40970000000000006,0.0008108400000000002,0.3953,0.4,0.4096,0.4152,0.4188,0.4247,0.4273,0.4302,0.4366,0.4425,0.42001999999999995,0.0002103956
500,0.001,0.5,sigmoid,,,,,0.4503,0.4435,0.4245,0.4152,0.4039,0.3971,0.3905,0.3818,0.3761,0.3698,0.40526999999999996,0.0006904260999999999,0.3874,0.4017,0.4043,0.4119,0.414,0.4201,0.4252,0.4295,0.4359,0.4417,0.41717000000000004,0.00025066609999999985
500,0.001,0.5,linear,,,,,0.47,0.444,0.4349,0.4221,0.4094,0.4,0.3913,0.3836,0.3775,0.3718,0.41045999999999994,0.0009182803999999995,0.4064,0.4011,0.4106,0.4164,0.4194,0.4244,0.4276,0.4321,0.4368,0.4416,0.42164,0.00015892839999999994
500,0.075,0.3,sigmoid,,,,,0.4641,0.4444,0.43,0.4174,0.4092,0.3995,0.3928,0.3856,0.3778,0.3729,0.40937,0.0007976300999999999,0.3979,0.4013,0.4078,0.4113,0.4157,0.421,0.426,0.4311,0.4362,0.4415,0.41898,0.00019556160000000004
500,0.075,0.3,linear,,,,,0.4661,0.4376,0.4163,0.4061,0.402,0.3923,0.3839,0.3787,0.3716,0.37,0.40245999999999993,0.0008508104000000003,0.394,0.3896,0.3911,0.3952,0.4027,0.4082,0.413,0.4195,0.4248,0.4319,0.40700000000000003,0.00020128399999999998
500,0.075,0.5,sigmoid,,,,,0.4612,0.4459,0.4304,0.4186,0.4098,0.3997,0.3929,0.3859,0.3783,0.3726,0.40953,0.0007781161,0.3956,0.402,0.4077,0.4121,0.4159,0.421,0.4261,0.432,0.4368,0.4416,0.41908,0.00020724159999999984
500,0.075,0.5,linear,,,,,0.4553,0.4331,0.4074,0.3987,0.3915,0.3838,0.3795,0.3744,0.3681,0.3635,0.39553000000000005,0.0007770500999999998,0.3851,0.3823,0.3801,0.3872,0.3921,0.3982,0.4042,0.4113,0.4165,0.4222,0.39792,0.00020279560000000018
1000,0.001,0.3,sigmoid,,,,,0.4592,0.4513,0.4323,0.4181,0.4106,0.3997,0.3906,0.3847,0.3777,0.3713,0.40954999999999997,0.0008351084999999999,0.3943,0.4094,0.4109,0.4128,0.4169,0.4209,0.4255,0.4322,0.4369,0.4419,0.42017,0.00018619410000000018
1000,0.001,0.3,linear,,,,,0.4621,0.4444,0.4313,0.4231,0.411,0.4028,0.3912,0.383,0.3785,0.3729,0.41003000000000006,0.0008027001000000001,0.3933,0.4004,0.4087,0.4159,0.419,0.4255,0.4274,0.4309,0.4368,0.4422,0.42001,0.00022214490000000016
1000,0.001,0.5,sigmoid,,,,,0.4671,0.442,0.432,0.4201,0.4112,0.401,0.3909,0.3845,0.3788,0.3741,0.41017000000000003,0.0008229880999999998,0.4028,0.4,0.4086,0.4128,0.4176,0.4221,0.4258,0.4315,0.4375,0.4431,0.42018000000000005,0.00018932359999999986
1000,0.001,0.5,linear,,,,,0.4661,0.4454,0.4317,0.4201,0.4102,0.4018,0.3932,0.384,0.378,0.3726,0.41031000000000006,0.0008420589000000001,0.4025,0.4025,0.4088,0.4147,0.4189,0.4252,0.4283,0.4322,0.437,0.4426,0.42127,0.00017956409999999977
1000,0.075,0.3,sigmoid,,,,,0.4631,0.4454,0.4294,0.4176,0.4108,0.4,0.394,0.3851,0.3788,0.3732,0.40974000000000005,0.0007810544000000002,0.3982,0.4026,0.4076,0.4116,0.4164,0.4214,0.4272,0.4316,0.4371,0.4424,0.41961000000000004,0.0001996288999999999
1000,0.075,0.3,linear,,,,,0.4661,0.4385,0.4163,0.4051,0.4018,0.3925,0.3836,0.3782,0.3716,0.3698,0.40234999999999993,0.0008610225000000003,0.394,0.3909,0.3914,0.3951,0.4029,0.4085,0.4128,0.4194,0.425,0.4319,0.40718999999999994,0.00019632889999999975
1000,0.075,0.5,sigmoid,,,,,0.4621,0.4444,0.4307,0.4191,0.4118,0.4012,0.3939,0.3853,0.3792,0.3724,0.41000999999999993,0.0007721449000000006,0.3966,0.4005,0.4077,0.4121,0.4166,0.4213,0.4265,0.4313,0.437,0.4417,0.41913,0.0002077020999999998
