epochs,learning_rate,Opti method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,NDCG@5,0.45982,0.43384,0.41786,0.40221999999999997,0.39282,0.38526,0.37786,0.3694,0.36547999999999997,0.36102,0.396558,0.0009335442760000003,0.398,0.39198,0.39578,0.39686000000000005,0.39952,0.40474,0.40888,0.41294000000000003,0.41916000000000003,0.425,0.405286,0.00010776720399999998
500,0.001,NDCG@10,0.44978000000000007,0.4305800000000001,0.4174399999999999,0.40324,0.39246,0.38438000000000005,0.37778,0.37082000000000004,0.36522,0.35971999999999993,0.395142,0.0007969997960000011,0.38756,0.38932,0.39298,0.39518000000000003,0.3987200000000001,0.40368000000000004,0.40806,0.41303999999999996,0.41841999999999996,0.4234,0.403036,0.00013861982399999964
500,0.001,P@5,0.4551,0.43204000000000004,0.41728000000000004,0.40191999999999994,0.39104,0.38418,0.37733999999999995,0.37104,0.3658,0.36116000000000004,0.39569,0.0008539992200000002,0.38974000000000003,0.38976,0.3937,0.39524,0.39721999999999996,0.40318,0.40738,0.41252000000000005,0.41814,0.4244,0.403128,0.00013281041600000015
500,0.001,P@10,0.45393999999999995,0.43442,0.41414,0.40101999999999993,0.39318,0.38654,0.37778,0.37089999999999995,0.36594,0.36167999999999995,0.39595400000000003,0.000832826724,0.39208,0.39114,0.39089999999999997,0.39478,0.39808000000000004,0.40409999999999996,0.40726000000000007,0.4123799999999999,0.41844000000000003,0.42424,0.40334000000000003,0.0001293808000000001
500,0.001,ERR@10,0.45275999999999994,0.43027999999999994,0.4147,0.4014399999999999,0.39233999999999997,0.3856400000000001,0.37744,0.37060000000000004,0.36629999999999996,0.36060000000000003,0.39521,0.0008015467399999984,0.38896000000000003,0.38808000000000004,0.39171999999999996,0.3946,0.39792,0.40386,0.40691999999999995,0.41208,0.41828000000000004,0.42304,0.40254599999999996,0.0001374904040000001
500,1e-05,NDCG@5,0.43263999999999997,0.41048,0.39624,0.38523999999999997,0.375,0.36960000000000004,0.36276,0.3578,0.35314000000000006,0.34809999999999997,0.37910000000000005,0.0006645382399999994,0.36804000000000003,0.36722,0.37181999999999993,0.37696,0.37946,0.3853,0.39024000000000003,0.39564,0.4011,0.40676000000000007,0.384254,0.0001740715240000004
500,1e-05,NDCG@10,0.42502000000000006,0.40341999999999995,0.39464,0.38584,0.37805999999999995,0.37032,0.36334,0.35896,0.35557999999999995,0.35204,0.37872200000000006,0.0005003200360000005,0.36194,0.36228,0.36928,0.37495999999999996,0.37956,0.3843,0.38795999999999997,0.39414,0.40082000000000007,0.40692000000000006,0.382216,0.00021715190400000062
500,1e-05,P@5,0.422,0.39956,0.39283999999999997,0.38154,0.37474,0.37026000000000003,0.36334,0.35988,0.35446,0.34984000000000004,0.376846,0.0004581176039999997,0.3621,0.35772,0.3648,0.36906,0.37412,0.38014,0.38438,0.39071999999999996,0.39598000000000005,0.40236,0.378138,0.00020568883600000017
500,1e-05,P@10,0.43267999999999995,0.41992,0.40131999999999995,0.39021999999999996,0.37896,0.37185999999999997,0.3668600000000001,0.36211999999999994,0.35706,0.35412000000000005,0.383512,0.0006560151359999994,0.37004000000000004,0.37804000000000004,0.37971999999999995,0.38280000000000003,0.38439999999999996,0.39014,0.3963,0.40147999999999995,0.40709999999999996,0.41322000000000003,0.390324,0.00017323502399999973
500,1e-05,ERR@10,0.42912,0.4102,0.39992,0.39128,0.37682000000000004,0.36988000000000004,0.36332,0.35788,0.35205999999999993,0.3494,0.37998800000000005,0.0006445904960000007,0.37002,0.36616,0.37116000000000005,0.37614,0.37707999999999997,0.38264,0.38717999999999997,0.39275999999999994,0.39766,0.40362,0.38244200000000006,0.00014242035599999978
1000,0.001,NDCG@5,0.4569,0.43030000000000007,0.41174,0.39940000000000003,0.39211999999999997,0.38478,0.3748,0.36848000000000003,0.36378,0.36018,0.39424800000000004,0.0008782846559999998,0.39148,0.3905,0.38908,0.39183999999999997,0.3961,0.40232,0.4048,0.41041999999999995,0.41618000000000005,0.42282000000000003,0.40155399999999997,0.00012592768400000026
1000,0.001,NDCG@10,0.45392,0.43118,0.41432,0.40118,0.39353999999999995,0.38564,0.37794,0.37022,0.36482000000000003,0.36024,0.39529999999999993,0.0008305036799999999,0.39012,0.38864,0.39082,0.39383999999999997,0.39736,0.40266,0.40644,0.41106,0.41689999999999994,0.4226,0.40204400000000007,0.00012813150399999974
1000,0.001,P@5,0.45569999999999994,0.43235999999999997,0.41491999999999996,0.40264000000000005,0.3922199999999999,0.38350000000000006,0.37676,0.36948,0.36474,0.3594,0.39517199999999997,0.000884211375999999,0.39226,0.38967999999999997,0.39126,0.39568,0.39752,0.40244,0.40712000000000004,0.4116000000000001,0.41719999999999996,0.42272,0.402748,0.00011953417600000012
1000,0.001,P@10,0.45746000000000003,0.43238000000000004,0.41572,0.40203999999999995,0.39209999999999995,0.38595999999999997,0.37864,0.37118,0.3657,0.36046000000000006,0.396164,0.0008740522239999999,0.39248,0.38988,0.39208,0.39408,0.3967,0.4034,0.40784000000000004,0.41256000000000004,0.41786,0.42311999999999994,0.4029999999999999,0.00012619207999999997
1000,0.001,ERR@10,0.4563,0.4276,0.4149,0.39981999999999995,0.39126,0.38554,0.37862,0.37133999999999995,0.36456000000000005,0.3603,0.395024,0.0008301949439999994,0.39249999999999996,0.38592,0.39034,0.39248,0.39615999999999996,0.4025,0.40674,0.41164000000000006,0.4160799999999999,0.42241999999999996,0.40167799999999987,0.0001339341159999998
1000,1e-05,NDCG@5,0.44210000000000005,0.41962,0.40088,0.39216,0.38360000000000005,0.37749999999999995,0.37,0.36504,0.36088,0.3563,0.386808,0.0006816781760000008,0.38182000000000005,0.37828000000000006,0.37816,0.38308,0.38704,0.39313999999999993,0.39726,0.40358,0.4095000000000001,0.41492000000000007,0.39267799999999997,0.00015776275600000035
1000,1e-05,NDCG@10,0.4368,0.42289999999999994,0.40599999999999997,0.39435999999999993,0.38536000000000004,0.37738,0.37161999999999995,0.3652,0.36018000000000006,0.35546,0.387526,0.0006702355239999994,0.37258,0.379,0.38176000000000004,0.38516000000000006,0.38978,0.39574000000000004,0.40088,0.40576000000000007,0.4112,0.41668000000000005,0.393854,0.00019282568400000012
1000,1e-05,P@5,0.44208,0.42704000000000003,0.41412000000000004,0.40101999999999993,0.38986,0.37914,0.37118,0.36385999999999996,0.35838000000000003,0.35434,0.390102,0.0008214309960000001,0.37946,0.38500000000000006,0.38872,0.39146,0.39438,0.39796,0.40149999999999997,0.40637999999999996,0.41176,0.41786,0.39744799999999997,0.00013179121599999976
1000,1e-05,P@10,0.44034000000000006,0.42022000000000004,0.40976,0.39878,0.39024,0.38054,0.37364,0.36807999999999996,0.36174000000000006,0.35456,0.3897900000000001,0.0006806775400000007,0.38284,0.38166,0.38594,0.38831999999999994,0.39378,0.39674,0.40096,0.40702,0.41208,0.41681999999999997,0.396616,0.00013787694399999988
1000,1e-05,ERR@10,0.44862,0.41938,0.39898,0.39336000000000004,0.3868,0.3776,0.36894,0.36364,0.35818,0.35363999999999995,0.38691400000000004,0.0007933120040000003,0.38756,0.37988,0.37888,0.38514,0.39032,0.39458000000000004,0.39783999999999997,0.40368000000000004,0.40896,0.41450000000000004,0.39413399999999993,0.00013141608400000024
1500,0.001,NDCG@5,0.45156,0.43354,0.41668000000000005,0.40252,0.39188,0.38644,0.37846,0.37135999999999997,0.36638000000000004,0.36002,0.39588399999999996,0.0008161257440000002,0.38814,0.3907,0.39292,0.39561999999999997,0.3981,0.40428,0.40864,0.41264,0.41836,0.42322,0.40326199999999995,0.00013226595600000012
1500,0.001,NDCG@10,0.45570000000000005,0.4282,0.41274,0.4025,0.39202000000000004,0.38436000000000003,0.37684,0.37074,0.36486,0.35896,0.39469199999999993,0.0008404463360000006,0.3919,0.3861,0.38896000000000003,0.39332,0.39627999999999997,0.40112,0.40557999999999994,0.41134000000000004,0.41612,0.42136000000000007,0.401208,0.00013016601600000018
1500,0.001,P@5,0.45274000000000003,0.43504000000000004,0.41609999999999997,0.4037,0.39308,0.38553999999999994,0.37768,0.37106000000000006,0.36554000000000003,0.36032000000000003,0.39608,0.0008483223199999999,0.38776,0.3917,0.39180000000000004,0.39596,0.39828,0.40288,0.4067,0.4121,0.41726,0.42264,0.40270800000000007,0.00012419665600000012
1500,0.001,P@10,0.45275999999999994,0.43472,0.41886,0.40384000000000003,0.39127999999999996,0.38546,0.37822,0.37117999999999995,0.3652,0.36072,0.39622399999999997,0.0008563328639999996,0.39052,0.391,0.39405999999999997,0.39656,0.39838,0.40432000000000007,0.40922000000000003,0.41322000000000003,0.41852,0.42482,0.404062,0.00012930755600000006
1500,0.001,ERR@10,0.4551200000000001,0.42996,0.41312,0.40216000000000013,0.39092,0.38308,0.376,0.3695,0.36504,0.36012,0.394502,0.0008497934760000015,0.39368,0.38904,0.39039999999999997,0.39454,0.39686,0.40282,0.40644,0.41158,0.41746,0.42306,0.402588,0.00012450553600000012
1500,1e-05,NDCG@5,0.45330000000000004,0.42884,0.41352,0.3969,0.39033999999999996,0.38184,0.37457999999999997,0.36684,0.36151999999999995,0.35734000000000005,0.392502,0.0008772285160000006,0.38952,0.38732,0.39032,0.3904599999999999,0.39554,0.40040000000000003,0.4051,0.40932,0.41459999999999997,0.41996,0.400254,0.00011991672400000018
1500,1e-05,NDCG@10,0.44800000000000006,0.42406,0.40937999999999997,0.39336,0.38866,0.38346,0.37557999999999997,0.3692,0.36296,0.35785999999999996,0.391252,0.000734456736000001,0.38380000000000003,0.38128,0.38426000000000005,0.38554,0.39204,0.39821999999999996,0.40224000000000004,0.40815999999999997,0.41339999999999993,0.41852,0.396746,0.00016245160399999955
1500,1e-05,P@5,0.44742,0.43178,0.41786,0.40618,0.39163999999999993,0.38358,0.37524,0.36970000000000003,0.36466000000000004,0.35936,0.394742,0.0008110509959999995,0.38280000000000003,0.39024000000000003,0.39346000000000003,0.39704,0.39791999999999994,0.40318,0.40792,0.41337999999999997,0.4183,0.42347999999999997,0.402772,0.0001508180959999996
1500,1e-05,P@10,0.45397999999999994,0.42824,0.41034000000000004,0.39824000000000004,0.38882,0.38004,0.37194000000000005,0.36528,0.35956,0.3558800000000001,0.391232,0.0009150776959999989,0.3862,0.38599999999999995,0.38814,0.3903,0.39458,0.39922,0.40282,0.40728,0.41292,0.41864,0.39861,0.00012071802000000026
1500,1e-05,ERR@10,0.44384000000000007,0.42464,0.40858,0.39776,0.39116,0.38258000000000003,0.37533999999999995,0.36838,0.36494,0.3602,0.391742,0.000672854916000001,0.38476,0.38496,0.38814000000000004,0.39156,0.39642,0.40112,0.40503999999999996,0.40998,0.4163,0.42228000000000004,0.400056,0.000157148224
2000,0.001,NDCG@5,0.46098000000000006,0.43088,0.4149,0.40114,0.39318,0.38506,0.37634000000000006,0.37112,0.36606,0.36047999999999997,0.396014,0.0009113882440000005,0.39762,0.38766,0.39194,0.39470000000000005,0.39884,0.40326000000000006,0.40656,0.41274,0.41823999999999995,0.42354,0.40351,0.00012319361999999984
2000,0.001,NDCG@10,0.45570000000000005,0.43088,0.41529999999999995,0.40178,0.3927,0.38358000000000003,0.37601999999999997,0.36985999999999997,0.3648,0.3609,0.39515200000000006,0.0008632508160000005,0.39346000000000003,0.38956,0.39139999999999997,0.3951,0.39774000000000004,0.4024,0.4064,0.41184000000000004,0.41748,0.42342,0.40287999999999996,0.00012128512000000009
2000,0.001,P@5,0.45334,0.4285,0.41509999999999997,0.40236,0.39398,0.38516000000000006,0.37727999999999995,0.37074,0.366,0.36086,0.39533200000000007,0.0007989834559999999,0.39148,0.38727999999999996,0.39114,0.39424000000000003,0.3982,0.40304,0.40671999999999997,0.41181999999999996,0.41791999999999996,0.42325999999999997,0.4025099999999999,0.00013425713999999975
2000,0.001,P@10,0.45215999999999995,0.43292,0.41528,0.40190000000000003,0.39306,0.38458000000000003,0.37724,0.37086,0.36552,0.36041999999999996,0.395394,0.0008237872039999997,0.38795999999999997,0.39004,0.39227999999999996,0.39472,0.39812,0.40264,0.40734000000000004,0.4122800000000001,0.41772,0.42358,0.40266799999999997,0.00013456505600000036
2000,0.001,ERR@10,0.44977999999999996,0.43356000000000006,0.41552,0.40131999999999995,0.39236000000000004,0.38488,0.3776,0.36928,0.36494,0.36023999999999995,0.394948,0.0008134231360000003,0.38715999999999995,0.39272000000000007,0.39255999999999996,0.39512,0.39842,0.40334000000000003,0.40768000000000004,0.41150000000000003,0.41802,0.4237,0.403022,0.00012970019600000023
2000,1e-05,NDCG@5,0.45156,0.43086,0.41588,0.4025,0.3907,0.38605999999999996,0.3765,0.36922,0.36482000000000003,0.36129999999999995,0.39494000000000007,0.0008128956000000006,0.38932,0.38811999999999997,0.39180000000000004,0.39404000000000006,0.39648,0.40282,0.40587999999999996,0.41064,0.41719999999999996,0.42357999999999996,0.40198800000000007,0.0001338420159999996
2000,1e-05,NDCG@10,0.45154000000000005,0.42704000000000003,0.40898,0.39627999999999997,0.38808,0.38112,0.37398,0.36844,0.36316000000000004,0.35816,0.391678,0.0008068841160000008,0.38854000000000005,0.38438000000000005,0.38518,0.38842,0.39186,0.39871999999999996,0.40284000000000003,0.40869999999999995,0.41432,0.41947999999999996,0.39824400000000004,0.00014343958399999954
2000,1e-05,P@5,0.4569,0.43322000000000005,0.4161,0.40134,0.39093999999999995,0.38488,0.37676,0.36958,0.36429999999999996,0.35972000000000004,0.395374,0.0009061325640000002,0.39269999999999994,0.39108,0.39282,0.39404000000000006,0.39805999999999997,0.40418000000000004,0.40781999999999996,0.41254,0.41803999999999997,0.4237,0.4034979999999999,0.00012243419600000007
2000,1e-05,P@10,0.45626,0.43206,0.41391999999999995,0.39896,0.39176,0.383,0.3748,0.36912,0.36302,0.3576,0.39404999999999996,0.0009144646599999999,0.39089999999999997,0.3895,0.39096000000000003,0.39248000000000005,0.39786,0.40278,0.40687999999999996,0.41224,0.41685999999999995,0.42176,0.40222199999999997,0.0001249176359999998
2000,1e-05,ERR@10,0.46041999999999994,0.43296,0.4161,0.40279999999999994,0.39446000000000003,0.38496,0.37751999999999997,0.36917999999999995,0.36316,0.35796,0.395952,0.0009676788159999998,0.39816,0.38864,0.39202000000000004,0.39571999999999996,0.39984000000000003,0.40388,0.40824,0.4124,0.41757999999999995,0.42198,0.403846,0.0001095431239999999
