epochs,learning_rate,momemtum,activation,inner_act,number_layers,number_neurons,dropout,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,0.3,sigmoid,,,,,0.4426,0.4255,0.4,0.3793,0.3604,0.3362,0.3109,0.2904,0.2712,0.2543,0.34708,0.0038295735999999995,0.3688,0.4193,0.444,0.4698,0.4925,0.5056,0.5136,0.4686,0.2318,0.2353,0.4149299999999999,0.0098660781
500,0.001,0.3,linear,,,,,0.4745,0.4489,0.4227,0.3957,0.3723,0.345,0.3219,0.2997,0.2811,0.2649,0.36267,0.004688116099999999,0.4021,0.4355,0.4655,0.4837,0.5042,0.5157,0.5232,0.476,0.2396,0.2447,0.42901999999999996,0.0099183616
500,0.001,0.5,sigmoid,,,,,0.4489,0.433,0.4085,0.3856,0.3613,0.3358,0.3116,0.2915,0.2719,0.2568,0.3504900000000001,0.004136940900000001,0.3752,0.4213,0.4501,0.4763,0.4956,0.507,0.5159,0.4707,0.2326,0.2375,0.41822,0.009952941600000001
500,0.001,0.5,linear,,,,,0.4766,0.4479,0.4234,0.3947,0.3719,0.3447,0.3219,0.3003,0.2809,0.2653,0.36276,0.004708574400000001,0.4028,0.4355,0.4653,0.4832,0.503,0.5152,0.5236,0.4769,0.2392,0.2445,0.42892,0.009919825600000001
500,0.075,0.3,sigmoid,,,,,0.483,0.45,0.4277,0.3973,0.3719,0.3454,0.3216,0.3008,0.2794,0.263,0.36401,0.005028210900000001,0.4078,0.4333,0.4682,0.4878,0.5061,0.5182,0.5251,0.4775,0.2402,0.2454,0.43095999999999995,0.0100266504
500,0.075,0.3,linear,,,,,0.4234,0.4234,0.3972,0.375,0.3583,0.3333,0.3149,0.2934,0.2738,0.257,0.34497,0.0032613740999999996,0.361,0.4207,0.4405,0.4636,0.4858,0.499,0.5096,0.4618,0.2297,0.2342,0.41059,0.009599898900000002
500,0.075,0.5,sigmoid,,,,,0.483,0.4511,0.4262,0.3979,0.3728,0.3465,0.321,0.3013,0.2801,0.263,0.36429,0.0050168808999999995,0.4078,0.4344,0.4683,0.4884,0.5077,0.5196,0.5252,0.478,0.2413,0.2459,0.43166000000000004,0.0100295084
500,0.075,0.5,linear,,,,,0.4255,0.4202,0.3915,0.3718,0.3566,0.3344,0.3146,0.2934,0.273,0.2572,0.34382,0.0031728336,0.3631,0.4151,0.4335,0.4586,0.4829,0.4972,0.5066,0.4587,0.2268,0.2317,0.40742,0.009504789600000002
1000,0.001,0.3,sigmoid,,,,,0.4702,0.4383,0.4135,0.3867,0.3609,0.3365,0.3146,0.2944,0.2738,0.2587,0.3547600000000001,0.004618520400000001,0.3936,0.4261,0.4576,0.4778,0.4973,0.5085,0.5183,0.4726,0.2342,0.2395,0.42255000000000004,0.0098762825
1000,0.001,0.3,linear,,,,,0.4766,0.4489,0.4248,0.3963,0.3723,0.345,0.3219,0.3005,0.2806,0.2655,0.36324,0.0047513284,0.4043,0.4362,0.4679,0.4856,0.5048,0.5167,0.5251,0.4782,0.2391,0.2445,0.43024000000000007,0.0100558364
1000,0.001,0.5,sigmoid,,,,,0.4702,0.4447,0.4184,0.3894,0.3626,0.3397,0.3167,0.2955,0.2754,0.2604,0.3573,0.004705146,0.3922,0.4332,0.4628,0.4805,0.499,0.5128,0.5217,0.4763,0.2351,0.24,0.42536000000000007,0.010110530400000001
1000,0.001,0.5,linear,,,,,0.4723,0.45,0.4241,0.3963,0.3723,0.3447,0.3219,0.3,0.2804,0.2653,0.36273,0.0046804501,0.4014,0.4365,0.4675,0.4862,0.505,0.5168,0.5257,0.478,0.2396,0.2448,0.43015,0.0100597605
1000,0.075,0.3,sigmoid,,,,,0.483,0.45,0.4277,0.3968,0.374,0.3472,0.3213,0.3008,0.2801,0.2628,0.36437,0.0050169581,0.4078,0.4332,0.4687,0.4878,0.5081,0.5197,0.5248,0.4772,0.2415,0.2453,0.43140999999999996,0.010032864900000002
1000,0.075,0.3,linear,,,,,0.4255,0.4223,0.3965,0.3755,0.3591,0.3337,0.3149,0.2931,0.2742,0.2568,0.34516,0.0032755784000000005,0.3631,0.4186,0.4392,0.463,0.4853,0.4985,0.5088,0.4609,0.2299,0.2341,0.41014,0.0095166424
1000,0.075,0.5,sigmoid,,,,,0.4851,0.45,0.4284,0.3979,0.3736,0.3468,0.3216,0.3011,0.2809,0.2632,0.36485999999999996,0.005055880400000001,0.4085,0.4353,0.4699,0.4899,0.5091,0.5206,0.5261,0.4787,0.2419,0.2457,0.43257,0.0101024481
