epochs,learning_rate,Opti_method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,NDCG@5,0.3809,0.3777,0.3681,0.3622,0.3472,0.3262,0.3058,0.2872,0.2693,0.2549,0.32795,0.0019364785,0.3085,0.361,0.3973,0.4343,0.4587,0.4738,0.4846,0.44,0.2135,0.2198,0.37915,0.0091633385
500,0.001,NDCG@10,0.3851,0.3766,0.3681,0.3622,0.3477,0.3262,0.3058,0.2875,0.2693,0.2553,0.32838,0.0019653976,0.3142,0.3594,0.3962,0.4334,0.4581,0.4731,0.4839,0.4399,0.2132,0.2201,0.37915,0.0090401465
500,0.001,P@5,0.383,0.3777,0.3674,0.3622,0.3477,0.3262,0.3058,0.2867,0.269,0.2549,0.32806,0.0019631524,0.3106,0.361,0.3968,0.4344,0.4589,0.4738,0.4844,0.4396,0.2127,0.2196,0.37917999999999996,0.0091604856
500,0.001,P@10,0.383,0.3766,0.3688,0.3628,0.3472,0.3262,0.3058,0.2875,0.2693,0.2551,0.32823,0.0019527181000000005,0.3121,0.3594,0.3966,0.4339,0.4578,0.4732,0.484,0.44,0.2131,0.22,0.37901,0.0090816429
500,0.001,ERR@10,0.383,0.3798,0.3695,0.3633,0.3472,0.3266,0.3061,0.287,0.269,0.2547,0.32862,0.0020057836000000008,0.3106,0.3637,0.4,0.4365,0.46,0.4759,0.4861,0.4413,0.2139,0.2207,0.38087000000000004,0.0092244141
500,1e-05,NDCG@5,0.434,0.4202,0.3972,0.3798,0.3655,0.3383,0.3137,0.2931,0.274,0.256,0.34718,0.0034564836,0.3603,0.408,0.4387,0.4631,0.4901,0.5028,0.5106,0.4648,0.2308,0.2335,0.41026999999999997,0.009753280100000001
500,1e-05,NDCG@10,0.4362,0.4309,0.4007,0.3782,0.3591,0.3316,0.3137,0.2915,0.2735,0.2566,0.3472,0.0036999699999999995,0.3624,0.4271,0.4469,0.4707,0.4946,0.5046,0.5185,0.4707,0.2325,0.2366,0.41646,0.010032382400000001
500,1e-05,P@5,0.383,0.3798,0.3624,0.3532,0.343,0.3174,0.3021,0.2838,0.2664,0.2511,0.32422000000000006,0.0020053736,0.3234,0.3645,0.3925,0.4244,0.4514,0.4604,0.4749,0.4314,0.2085,0.2143,0.37456999999999996,0.0085355401
500,1e-05,P@10,0.4298,0.4149,0.3901,0.3702,0.3545,0.3284,0.31,0.2886,0.2693,0.256,0.34117999999999993,0.0033023435999999995,0.3617,0.4066,0.4307,0.4533,0.4781,0.4895,0.5018,0.4559,0.2237,0.2303,0.40316,0.009267166400000002
500,1e-05,ERR@10,0.4213,0.4117,0.3922,0.3697,0.3523,0.3312,0.3082,0.2888,0.2686,0.2528,0.33968000000000004,0.0031919695999999996,0.3574,0.4007,0.428,0.4507,0.4781,0.4916,0.4993,0.4558,0.2225,0.2266,0.4010700000000001,0.0094196401
1000,0.001,NDCG@5,0.383,0.3787,0.3702,0.3622,0.3477,0.327,0.3061,0.287,0.2688,0.2547,0.32854,0.0019970284000000007,0.3106,0.3626,0.3994,0.4352,0.4597,0.4757,0.4859,0.441,0.2137,0.2204,0.38042000000000004,0.0092114996
1000,0.001,NDCG@10,0.3809,0.3777,0.3681,0.3617,0.3472,0.3259,0.3058,0.2867,0.2688,0.2551,0.32779,0.0019402388999999998,0.3085,0.361,0.3972,0.434,0.4588,0.4735,0.4847,0.4397,0.2127,0.2198,0.37899000000000005,0.0091806089
1000,0.001,P@5,0.3809,0.3798,0.3674,0.3606,0.3455,0.3259,0.3055,0.2867,0.2683,0.2547,0.32753,0.0019554141000000004,0.3085,0.3637,0.3968,0.4342,0.4584,0.4747,0.4847,0.44,0.2128,0.2199,0.37937000000000004,0.009185844099999998
1000,0.001,P@10,0.4064,0.3968,0.3773,0.3681,0.3532,0.3319,0.3085,0.2899,0.2704,0.256,0.33585000000000004,0.0025286145,0.334,0.3832,0.411,0.4464,0.4706,0.4847,0.4933,0.4491,0.22,0.2263,0.39186,0.0092095444
