epochs,learning_rate,Opti_method,P@1,P@2,P@3,P@4,P@5,P@6,P@7,P@8,P@9,P@10,P_Mean,P_Var,NDCG@1,NDCG@2,NDCG@3,NDCG@4,NDCG@5,NDCG@6,NDCG@7,NDCG@8,NDCG@9,NDCG@10,NDCG_Mean,NDCG_Var
500,0.001,NDCG@5,0.4459,0.4108,0.3836,0.3625,0.3465,0.3263,0.3072,0.2874,0.2706,0.2546,0.33953999999999995,0.0034814604000000006,0.3779,0.4069,0.4311,0.4517,0.4766,0.4923,0.4996,0.4656,0.2369,0.2415,0.40801,0.0083868749
500,0.001,NDCG@10,0.4416,0.4119,0.385,0.3689,0.3486,0.3277,0.3072,0.2872,0.2715,0.2558,0.34054,0.003422028399999999,0.3765,0.4055,0.4275,0.4537,0.4748,0.4916,0.4983,0.4656,0.2368,0.2415,0.40718,0.0083415256
500,0.001,P@5,0.4331,0.414,0.3864,0.3636,0.3503,0.3312,0.3106,0.2911,0.2713,0.2527,0.34043,0.0032631760999999996,0.368,0.4105,0.4332,0.4551,0.482,0.4966,0.5024,0.47,0.2403,0.2432,0.41013,0.008577798099999997
500,0.001,P@10,0.4437,0.413,0.3885,0.3689,0.3529,0.3309,0.3109,0.2914,0.2729,0.2554,0.34285,0.003430648499999999,0.3758,0.4087,0.4344,0.4603,0.4833,0.4984,0.5062,0.4727,0.2415,0.245,0.41262999999999994,0.0086218041
500,0.001,ERR@10,0.4331,0.4151,0.3907,0.3689,0.3516,0.333,0.31,0.2911,0.2722,0.2544,0.34201000000000004,0.0033071889,0.3751,0.4094,0.4375,0.4625,0.4843,0.5009,0.5069,0.4727,0.242,0.2454,0.41367000000000004,0.008701754100000002
500,1e-05,NDCG@5,0.414,0.4034,0.3793,0.362,0.3444,0.3188,0.2991,0.2824,0.267,0.252,0.33224,0.0029454243999999996,0.3489,0.3993,0.4238,0.45,0.4699,0.4787,0.4881,0.4579,0.2302,0.2356,0.39824,0.0083700284
500,1e-05,NDCG@10,0.4013,0.3992,0.3715,0.353,0.3312,0.3153,0.3,0.2808,0.2637,0.249,0.3265,0.002649594,0.3319,0.3977,0.413,0.4393,0.4583,0.4737,0.4847,0.4506,0.2241,0.2284,0.39017,0.008434250100000002
500,1e-05,P@5,0.4119,0.4045,0.3786,0.3625,0.3427,0.3241,0.3021,0.2837,0.267,0.2529,0.333,0.0028617679999999993,0.3553,0.4048,0.4287,0.4526,0.473,0.4888,0.4939,0.4623,0.2368,0.2414,0.40376,0.008317134399999999
500,1e-05,P@10,0.4268,0.3992,0.373,0.3588,0.3389,0.3238,0.3015,0.2834,0.2687,0.2535,0.33275999999999994,0.0029472544000000004,0.3645,0.3919,0.4182,0.4424,0.465,0.4818,0.4891,0.4551,0.2284,0.2326,0.39690000000000003,0.008271914000000002
500,1e-05,ERR@10,0.4098,0.4066,0.3765,0.3551,0.3414,0.3217,0.3009,0.2834,0.2661,0.2512,0.33126999999999995,0.0028521601000000008,0.3517,0.4013,0.4221,0.4414,0.4668,0.4819,0.4902,0.4567,0.2278,0.232,0.39719,0.0084855609
1000,0.001,NDCG@5,0.4416,0.4076,0.3843,0.3652,0.3478,0.3294,0.3109,0.2895,0.272,0.2552,0.34035,0.0032873925,0.3808,0.4073,0.4344,0.4569,0.4813,0.4951,0.5026,0.4674,0.2358,0.2403,0.41019000000000005,0.008699348899999999
1000,0.001,NDCG@10,0.4437,0.4034,0.385,0.3662,0.3499,0.3259,0.3069,0.2914,0.2725,0.2548,0.33997,0.003305436099999999,0.3772,0.3983,0.428,0.4522,0.4768,0.4896,0.4994,0.4681,0.2381,0.2421,0.40698,0.0083132756
1000,0.001,P@5,0.4352,0.4172,0.3829,0.3615,0.3482,0.3277,0.3063,0.2895,0.2713,0.2546,0.33944,0.0033239724000000007,0.3701,0.4154,0.4345,0.4557,0.4816,0.4955,0.5021,0.4691,0.2388,0.2426,0.41054,0.008605122399999998
1000,0.001,P@10,0.4183,0.4002,0.3815,0.3609,0.3423,0.3252,0.3033,0.2877,0.2696,0.2546,0.33436,0.0028151724000000005,0.3517,0.4004,0.4254,0.449,0.4723,0.4892,0.4951,0.4643,0.2347,0.2404,0.40225,0.0084487265
1000,0.001,ERR@10,0.4437,0.4172,0.385,0.3662,0.3473,0.3294,0.3085,0.2893,0.2718,0.2546,0.34130000000000005,0.0035080860000000005,0.3786,0.4107,0.4333,0.4574,0.4795,0.4964,0.5044,0.4704,0.2408,0.2449,0.41164000000000006,0.008449058399999999
1000,1e-05,NDCG@5,0.4331,0.413,0.3793,0.3641,0.3444,0.3277,0.3063,0.2893,0.2703,0.2541,0.33816000000000007,0.0032201784000000003,0.3708,0.4078,0.4298,0.4559,0.4764,0.4944,0.5,0.4675,0.2371,0.2418,0.4081499999999999,0.0085130325
1000,1e-05,NDCG@10,0.4395,0.4161,0.3885,0.3657,0.349,0.3316,0.3076,0.2903,0.272,0.2556,0.34159,0.003409768900000001,0.373,0.4144,0.4358,0.4584,0.4824,0.4988,0.5026,0.4706,0.24,0.2436,0.41196,0.0086321424
